Source,SS,DF1,DF2,MS,F,p_unc,np2,eps
group,14.845161621420832,1,35,14.845161621420832,8.899534096225398,0.005169617903982524,0.20272502384007315,
modality,11.310599330606305,1,35,11.310599330606305,6.78059740664801,0.013431691598159044,0.16229058049727887,1.0
Interaction,14.845161621421312,1,35,14.845161621421312,8.899534096225835,0.005169617903981532,0.2027250238400811,
